combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,task_clock,context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses
1,for_0_a_100,128,xdpdrv,0.0.0.255,60,1,16,1,0,62,1.004.332,1.007.331,205.285,8.089,268.420,18.516,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,1,26,1,0,64,1.002.999,1.015.670,206.939,7.678,270.882,15.792,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_800,128,xdpgeneric,0.0.0.255,60,1,26,1,0,63,1.001.537,1.014.544,206.489,7.763,270.489,15.072,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,1024,xdpdrv,0.0.0.255,60,0,74,1,0,63,1.449.050,1.006.481,204.745,7.974,268.425,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,64,xdpgeneric,0.0.0.255,60,1,23,1,0,64,967.931,1.020.417,206.457,7.741,271.547,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,256,xdpdrv,0.0.0.255,60,1,21,1,0,64,958.564,1.013.229,206.389,8.053,270.166,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,1500,xdpdrv,0.0.0.255,60,1,17,1,0,62,925.756,1.000.432,203.960,8.005,266.704,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,1,16,1,0,63,939.939,1.007.082,205.293,7.766,268.446,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,0,68,1,0,65,1.682.716,1.023.966,207.779,7.729,272.545,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,128,xdpgeneric,0.0.0.255,60,0,86,1,0,64,2.123.323,1.013.396,206.694,7.984,270.360,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,0,92,1,0,64,995.202,1.008.285,205.129,7.467,268.937,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,1500,xdpdrv,0.0.0.255,60,1,15,1,0,64,923.197,1.016.570,207.336,7.876,271.208,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,1,16,1,0,63,1.975.409,1.737.557,329.675,9.145,491.005,69.368,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,1,25,1,0,64,987.453,1.027.303,209.193,7.679,274.006,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,512,xdpdrv,0.0.0.255,60,0,81,1,0,65,1.282.495,1.011.822,205.687,8.047,270.140,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,1,30,1,0,64,1.033.980,1.031.665,209.665,7.966,275.560,16.546,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,64,xdpgeneric,0.0.0.255,60,1,25,1,0,65,992.659,1.021.579,208.236,7.659,272.509,15.641,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,256,xdpgeneric,0.0.0.255,60,1,13,1,0,63,981.849,1.011.277,206.126,7.747,269.673,18.899,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,128,xdpgeneric,0.0.0.255,60,1,29,1,0,64,1.021.849,1.028.706,209.294,7.978,274.326,15.062,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,1,09,1,0,64,1.024.269,1.019.667,207.865,8.062,272.010,21.442,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,1024,xdpdrv,0.0.0.255,60,0,63,1,0,63,1.555.073,1.029.512,209.190,7.972,275.365,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,256,xdpdrv,0.0.0.255,60,1,23,1,0,64,971.609,1.015.879,207.142,8.145,270.806,16.290,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_800,128,xdpgeneric,0.0.0.255,60,1,28,1,0,65,1.013.365,1.017.451,207.529,7.934,271.494,15.311,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,1024,xdpdrv,0.0.0.255,60,0,62,1,0,63,1.520.044,1.006.053,204.746,8.008,268.894,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,1500,xdpdrv,0.0.0.255,60,1,22,1,0,64,965.242,1.022.036,208.204,8.034,272.460,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,1,20,1,0,64,948.930,1.006.127,204.795,7.824,268.273,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,1024,xdpdrv,0.0.0.255,60,1,19,1,0,63,940.738,1.002.747,204.034,7.877,267.217,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,64,xdpdrv,0.0.0.255,60,1,20,1,0,63,947.979,1.022.070,207.933,7.728,272.896,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,1500,xdpgeneric,0.0.0.255,60,1,20,1,0,63,953.758,1.002.830,204.302,7.594,267.494,15.767,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,256,xdpgeneric,0.0.0.255,60,1,00,1,0,64,1.013.910,1.017.990,206.611,7.735,271.836,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,1500,xdpgeneric,0.0.0.255,60,1,18,1,0,62,932.563,995.375,202.487,7.955,265.405,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,64,xdpdrv,0.0.0.255,60,1,23,1,0,63,976.869,1.022.817,208.428,7.948,273.306,15.690,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,64,xdpdrv,0.0.0.255,60,1,04,1,0,64,977.797,1.017.403,206.143,8.058,271.299,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,64,xdpgeneric,0.0.0.255,60,1,27,1,0,63,1.002.678,1.006.878,205.330,7.615,268.642,16.039,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,64,xdpdrv,0.0.0.255,60,1,20,1,0,63,947.857,1.021.971,208.067,7.905,273.047,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,1024,xdpdrv,0.0.0.255,60,0,62,1,0,64,1.525.093,1.028.567,209.490,7.797,275.187,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,1024,xdpgeneric,0.0.0.255,60,1,22,1,0,63,969.935,1.011.968,206.214,7.824,270.207,17.326,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,64,xdpgeneric,0.0.0.255,60,0,87,1,1,65,2.132.337,1.038.852,211.501,7.962,277.255,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,1024,xdpgeneric,0.0.0.255,60,1,28,1,0,63,1.015.572,1.027.152,209.591,7.879,274.327,15.955,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,128,xdpgeneric,0.0.0.255,60,1,28,1,0,65,1.013.399,1.017.187,207.106,8.268,271.476,15.453,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_1600,512,xdpdrv,0.0.0.255,60,0,64,1,0,64,1.586.344,1.020.890,208.122,7.706,272.185,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,64,xdpgeneric,0.0.0.255,60,1,26,1,0,65,997.025,1.012.318,206.139,7.886,270.175,15.506,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,0,70,1,0,65,1.734.994,1.035.879,210.510,8.208,276.781,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,512,xdpdrv,0.0.0.255,60,1,16,1,0,62,900.719,998.005,203.205,7.139,266.056,17.990,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,256,xdpdrv,0.0.0.255,60,0,70,1,0,64,1.433.906,1.003.772,204.300,7.902,267.746,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_800,1500,xdpdrv,0.0.0.255,60,1,19,1,0,65,2.214.538,3.745.114,725.278,8.508,1.178.672,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,128,xdpdrv,0.0.0.255,60,1,20,1,0,64,950.326,1.036.118,210.560,7.961,277.033,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,0,90,1,0,63,1.032.483,1.009.548,205.447,7.837,269.193,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_800,1024,xdpdrv,0.0.0.255,60,0,73,1,0,64,1.430.306,1.015.936,206.876,8.015,270.932,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,64,xdpdrv,0.0.0.255,60,0,64,1,0,64,1.579.364,1.025.983,208.746,8.144,273.660,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,1024,xdpdrv,0.0.0.255,60,1,20,1,0,63,932.249,999.707,203.520,7.900,266.624,18.096,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,64,xdpgeneric,0.0.0.255,60,0,80,1,0,64,1.968.149,1.013.235,206.286,7.752,270.226,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,512,xdpdrv,0.0.0.255,60,1,18,1,0,64,929.361,1.003.447,204.453,7.904,267.791,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,1,25,1,0,64,991.205,1.014.185,206.838,7.795,270.555,16.372,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_800,512,xdpgeneric,0.0.0.255,60,1,36,1,0,63,1.080.643,1.000.210,203.268,7.738,266.803,13.909,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,0,69,1,0,63,1.713.370,1.037.972,210.431,7.854,277.591,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,256,xdpgeneric,0.0.0.255,60,0,70,1,0,64,1.737.940,1.028.768,208.763,8.035,274.772,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,256,xdpgeneric,0.0.0.255,60,1,25,1,0,64,991.836,1.034.621,211.172,7.559,276.454,16.006,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_1600,256,xdpdrv,0.0.0.255,60,1,20,1,0,64,943.348,1.025.711,208.906,7.910,273.909,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,1,19,1,0,62,943.497,1.002.500,203.667,7.715,267.069,15.179,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,128,xdpgeneric,0.0.0.255,60,1,24,1,0,64,989.294,1.019.593,207.697,7.835,271.817,16.327,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,128,xdpdrv,0.0.0.255,60,1,16,1,0,65,915.229,1.003.243,204.149,7.296,267.613,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,256,xdpdrv,0.0.0.255,60,0,65,1,0,64,1.603.416,1.041.701,211.345,7.613,278.717,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,0,70,1,0,63,1.722.452,1.014.644,206.309,7.938,270.301,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,512,xdpdrv,0.0.0.255,60,1,21,1,0,64,953.289,1.012.730,206.428,8.090,270.006,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,1,26,1,0,65,1.002.181,1.039.010,211.507,7.584,277.426,15.787,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,64,xdpdrv,0.0.0.255,60,0,95,1,0,63,968.197,1.011.779,206.148,7.673,269.922,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,64,xdpgeneric,0.0.0.255,60,0,94,1,0,63,1.069.632,1.019.505,207.213,7.894,271.842,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,1,24,1,0,63,988.857,1.009.125,205.892,7.739,269.309,15.688,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,128,xdpdrv,0.0.0.255,60,0,87,1,0,64,1.284.828,1.035.814,210.964,8.119,276.469,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_1600,64,xdpdrv,0.0.0.255,60,1,18,1,0,63,926.874,1.002.777,203.844,7.934,267.121,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,128,xdpgeneric,0.0.0.255,60,0,77,1,0,65,1.889.853,1.017.444,207.650,8.029,271.320,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,1024,xdpdrv,0.0.0.255,60,1,21,1,0,65,952.250,1.015.508,206.902,8.031,270.947,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,1,27,1,0,63,1.008.957,1.014.844,205.600,8.095,270.570,15.457,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,1,31,1,0,65,1.039.417,1.018.838,207.246,8.196,271.817,16.554,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,0,70,1,0,63,1.727.350,1.005.699,204.762,7.716,268.783,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,1,13,1,0,63,988.989,1.005.951,205.082,7.947,268.141,19.420,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,1024,xdpgeneric,0.0.0.255,60,1,19,1,0,63,939.589,1.008.433,205.464,8.106,268.784,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,512,xdpdrv,0.0.0.255,60,1,23,1,0,62,981.792,1.001.882,203.551,8.040,267.362,15.273,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,128,xdpgeneric,0.0.0.255,60,1,06,1,0,63,995.793,1.014.327,205.960,8.004,270.437,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,1500,xdpdrv,0.0.0.255,60,1,17,1,0,64,921.232,1.024.280,208.601,7.741,273.669,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,0,68,1,0,63,1.665.616,1.003.843,204.098,7.671,267.528,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,1,10,1,0,65,1.069.223,1.033.207,210.495,7.734,275.722,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,64,xdpdrv,0.0.0.255,60,1,16,1,0,64,932.967,1.022.271,207.674,7.334,272.798,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,1,23,1,0,63,975.227,1.000.939,203.590,7.949,267.047,15.305,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,256,xdpdrv,0.0.0.255,60,1,04,1,0,64,1.303.573,1.477.814,287.162,8.133,414.765,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,1,26,1,0,63,998.078,1.017.645,206.648,8.010,271.252,14.880,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_800,256,xdpdrv,0.0.0.255,60,1,23,1,0,63,976.077,1.021.905,208.178,8.172,272.584,15.999,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,1024,xdpdrv,0.0.0.255,60,1,19,1,0,62,934.805,999.659,202.835,8.070,266.386,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,512,xdpgeneric,0.0.0.255,60,1,26,1,0,63,999.314,1.002.885,204.197,7.796,267.414,14.981,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,1024,xdpdrv,0.0.0.255,60,1,12,1,0,65,973.634,1.016.272,206.760,7.957,271.315,18.403,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,512,xdpgeneric,0.0.0.255,60,1,22,1,0,65,970.337,1.012.770,206.336,8.022,270.419,16.521,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,1,28,1,0,65,1.014.584,1.029.999,209.651,7.951,274.858,15.922,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_800,128,xdpdrv,0.0.0.255,60,1,21,1,0,65,942.252,1.028.267,209.441,7.937,274.700,18.112,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,1,26,1,0,64,1.002.228,1.018.873,207.474,7.718,271.820,15.523,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,1024,xdpgeneric,0.0.0.255,60,1,19,1,0,64,941.373,1.015.053,206.402,7.599,270.844,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,64,xdpgeneric,0.0.0.255,60,1,25,1,0,64,983.718,1.034.475,210.699,7.931,276.136,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,128,xdpgeneric,0.0.0.255,60,1,30,1,0,63,1.031.565,1.016.142,205.851,8.240,270.037,15.926,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,512,xdpdrv,0.0.0.255,60,1,22,1,0,63,969.560,1.005.867,205.078,7.989,268.382,16.183,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_800,256,xdpgeneric,0.0.0.255,60,1,27,1,0,63,1.008.789,1.010.678,206.053,7.949,269.499,15.798,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,256,xdpgeneric,0.0.0.255,60,1,15,1,0,64,995.142,1.007.126,204.921,7.994,268.846,17.708,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,128,xdpdrv,0.0.0.255,60,1,18,1,0,63,934.623,996.716,202.618,7.174,265.852,15.361,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,512,xdpgeneric,0.0.0.255,60,1,28,1,0,64,1.013.838,1.031.669,210.285,7.803,275.570,15.424,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,128,xdpgeneric,0.0.0.255,60,1,18,1,0,63,932.155,1.003.348,204.575,7.511,267.717,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,256,xdpdrv,0.0.0.255,60,1,17,1,0,62,943.108,992.203,201.749,7.723,264.558,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_100,64,xdpgeneric,0.0.0.255,60,1,25,1,0,63,983.086,1.034.087,210.432,7.737,276.022,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_200,64,xdpgeneric,0.0.0.255,60,1,27,1,0,63,990.335,1.009.741,205.421,7.780,269.281,18.173,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,1024,xdpgeneric,0.0.0.255,60,1,23,1,0,63,971.837,1.027.026,208.654,8.105,274.092,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,64,xdpdrv,0.0.0.255,60,1,19,1,0,64,940.243,1.017.432,207.117,7.438,271.495,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,128,xdpgeneric,0.0.0.255,60,0,75,1,0,64,1.841.382,1.034.266,211.049,7.842,276.149,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,128,xdpdrv,0.0.0.255,60,1,24,1,0,64,984.002,1.029.381,209.931,8.230,274.969,15.877,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,1024,xdpdrv,0.0.0.255,60,1,21,1,0,62,961.276,1.004.334,204.085,7.678,267.863,15.753,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,1500,xdpgeneric,0.0.0.255,60,1,25,1,0,64,996.559,1.030.143,209.520,7.909,274.944,15.959,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,256,xdpdrv,0.0.0.255,60,1,16,1,0,64,902.899,1.008.436,205.610,7.281,268.922,17.596,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,1024,xdpdrv,0.0.0.255,60,0,88,1,0,65,1.308.485,1.039.381,211.283,8.111,277.443,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,1,23,1,0,63,973.742,1.014.639,206.619,7.628,270.774,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,512,xdpgeneric,0.0.0.255,60,1,22,1,0,63,959.852,1.016.125,206.061,7.398,270.996,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
